,Category,sub_category,Sales,Quantity,Discount
5310,Office Supplies,Binders,1525.1879999999996,6,0.8
5311,Office Supplies,Labels,9.216,4,0.2
5312,Office Supplies,Supplies,28.048000000000002,2,0.2
5313,Furniture,Furnishings,64.96,2,0.0
5314,Office Supplies,Envelopes,30.56,4,0.0
5315,Furniture,Chairs,187.056,9,0.2
5316,Furniture,Furnishings,11.808,2,0.2
5317,Furniture,Furnishings,9.656,1,0.2
5318,Office Supplies,Paper,20.736000000000004,4,0.2
5319,Office Supplies,Binders,27.360000000000003,3,0.7
5320,Furniture,Tables,2314.116,7,0.4
5321,Office Supplies,Binders,34.236000000000004,4,0.7
5322,Furniture,Furnishings,19.76,2,0.2
5323,Office Supplies,Paper,15.96,2,0.0
5324,Office Supplies,Art,16.9,5,0.0
5325,Furniture,Furnishings,25.08,6,0.0
5326,Office Supplies,Art,6.68,2,0.0
5327,Office Supplies,Paper,19.44,3,0.0
5328,Technology,Phones,31.92,2,0.2
5329,Office Supplies,Binders,33.568000000000005,2,0.2
5330,Furniture,Furnishings,63.94,1,0.0
5331,Office Supplies,Binders,60.60000000000001,5,0.2
5332,Office Supplies,Supplies,22.72,4,0.0
5333,Furniture,Furnishings,10.68,4,0.0
5334,Office Supplies,Paper,17.34,3,0.0
5335,Office Supplies,Paper,3.38,1,0.0
5336,Office Supplies,Binders,26.976,4,0.2
5337,Office Supplies,Paper,307.776,7,0.2
5338,Office Supplies,Storage,244.54999999999998,5,0.0
5339,Office Supplies,Envelopes,12.24,6,0.0
5340,Technology,Accessories,13.98,2,0.0
5341,Technology,Accessories,899.95,5,0.0
5342,Office Supplies,Envelopes,1.6320000000000001,1,0.2
5343,Technology,Phones,267.96,5,0.2
5344,Technology,Accessories,31.95,1,0.0
5345,Office Supplies,Storage,725.84,4,0.0
5346,Office Supplies,Binders,10.896,3,0.2
5347,Office Supplies,Binders,8.544,2,0.2
5348,Office Supplies,Binders,32.339999999999996,3,0.0
5349,Office Supplies,Paper,39.900000000000006,5,0.0
5350,Office Supplies,Paper,143.85600000000002,9,0.2
5351,Office Supplies,Paper,41.92,4,0.2
5352,Technology,Phones,329.58400000000006,2,0.2
5353,Office Supplies,Binders,87.28,8,0.0
5354,Furniture,Chairs,279.456,6,0.2
5355,Office Supplies,Paper,8.0,2,0.0
5356,Office Supplies,Binders,27.240000000000002,5,0.2
5357,Technology,Accessories,16.36,1,0.0
5358,Office Supplies,Storage,15.78,2,0.0
5359,Office Supplies,Art,45.98,2,0.0
5360,Furniture,Bookcases,198.27200000000002,8,0.2
5361,Office Supplies,Storage,720.7600000000001,5,0.2
5362,Furniture,Furnishings,70.56,6,0.0
5363,Office Supplies,Appliances,81.96,2,0.0
5364,Office Supplies,Appliances,64.864,4,0.2
5365,Technology,Phones,151.192,1,0.2
5366,Technology,Phones,88.77600000000001,3,0.2
5367,Office Supplies,Labels,11.56,4,0.0
5368,Office Supplies,Storage,15.58,1,0.0
5369,Office Supplies,Paper,85.056,3,0.2
5370,Furniture,Furnishings,273.96,2,0.0
5371,Furniture,Furnishings,306.9,3,0.0
5372,Office Supplies,Paper,15.552000000000003,3,0.2
5373,Furniture,Tables,347.361,7,0.3
5374,Office Supplies,Paper,10.368000000000002,2,0.2
5375,Technology,Accessories,98.16,6,0.0
5376,Office Supplies,Art,31.44,3,0.0
5377,Office Supplies,Envelopes,348.488,7,0.2
5378,Office Supplies,Storage,172.736,4,0.2
5379,Office Supplies,Paper,15.54,3,0.0
5380,Technology,Machines,105.55199999999999,6,0.2
5381,Office Supplies,Paper,25.920000000000005,5,0.2
5382,Office Supplies,Fasteners,15.808000000000002,8,0.2
5383,Office Supplies,Paper,10.368000000000002,2,0.2
5384,Technology,Phones,358.2,3,0.4
5385,Technology,Phones,545.9159999999999,14,0.4
5386,Office Supplies,Binders,40.410000000000004,9,0.0
5387,Technology,Phones,167.976,3,0.2
5388,Technology,Accessories,109.53,3,0.0
5389,Office Supplies,Labels,9.82,2,0.0
5390,Office Supplies,Binders,26.352000000000004,3,0.2
5391,Office Supplies,Labels,22.5,6,0.0
5392,Office Supplies,Labels,9.96,2,0.0
5393,Office Supplies,Binders,213.08,7,0.0
5394,Furniture,Bookcases,1025.8799999999999,6,0.0
5395,Office Supplies,Paper,21.98,7,0.0
5396,Furniture,Furnishings,63.2,5,0.0
5397,Office Supplies,Appliances,39.0,12,0.0
5398,Office Supplies,Binders,2.907,3,0.7
5399,Furniture,Bookcases,556.665,5,0.15
5400,Technology,Accessories,71.98,2,0.0
5401,Technology,Accessories,79.98,2,0.0
5402,Office Supplies,Binders,24.672,4,0.2
5403,Office Supplies,Binders,3.7439999999999998,1,0.2
5404,Technology,Phones,445.96000000000004,5,0.2
5405,Technology,Accessories,36.24,1,0.0
5406,Office Supplies,Fasteners,10.649999999999999,3,0.0
5407,Office Supplies,Paper,87.92,4,0.0
5408,Office Supplies,Binders,22.424000000000003,1,0.2
5409,Office Supplies,Binders,90.48000000000002,3,0.2
5410,Office Supplies,Storage,42.76,1,0.0
5411,Office Supplies,Binders,10.080000000000002,7,0.2
5412,Technology,Accessories,101.34,3,0.0
5413,Technology,Phones,224.75,5,0.0
5414,Office Supplies,Appliances,73.17599999999997,6,0.8
5415,Office Supplies,Paper,20.736000000000004,4,0.2
5416,Technology,Phones,39.984,2,0.2
5417,Office Supplies,Binders,15.36,2,0.0
5418,Office Supplies,Paper,36.28800000000001,7,0.2
5419,Technology,Phones,150.384,2,0.2
5420,Technology,Phones,280.78200000000004,3,0.4
5421,Technology,Accessories,31.983999999999998,2,0.2
5422,Office Supplies,Binders,11.232,3,0.2
5423,Office Supplies,Paper,26.400000000000002,5,0.0
5424,Office Supplies,Art,3.52,2,0.0
5425,Technology,Accessories,1649.95,5,0.0
5426,Furniture,Furnishings,111.89999999999999,6,0.0
5427,Furniture,Bookcases,599.165,5,0.15
5428,Office Supplies,Storage,46.53,3,0.0
5429,Furniture,Furnishings,31.983999999999998,2,0.2
5430,Office Supplies,Appliances,161.568,2,0.2
5431,Office Supplies,Paper,4.064,1,0.2
5432,Office Supplies,Binders,6.216,4,0.7
5433,Office Supplies,Art,8.895999999999999,4,0.2
5434,Office Supplies,Appliances,1640.6999999999998,5,0.0
5435,Technology,Accessories,270.0,3,0.0
5436,Furniture,Furnishings,19.52,2,0.2
5437,Office Supplies,Binders,9.810000000000002,5,0.7
5438,Furniture,Furnishings,213.216,3,0.2
5439,Office Supplies,Binders,588.784,2,0.2
5440,Office Supplies,Art,2.064,1,0.2
5441,Office Supplies,Paper,6.368,2,0.2
5442,Technology,Accessories,99.6,1,0.0
5443,Office Supplies,Binders,62.29600000000001,13,0.2
5444,Office Supplies,Art,10.709999999999999,3,0.0
5445,Office Supplies,Envelopes,20.936000000000003,1,0.2
5446,Technology,Phones,33.0,6,0.0
5447,Technology,Accessories,249.95000000000002,5,0.0
5448,Office Supplies,Supplies,357.93,3,0.0
5449,Technology,Accessories,57.400000000000006,5,0.0
5450,Office Supplies,Binders,331.96,2,0.0
5451,Furniture,Furnishings,40.56,2,0.0
5452,Office Supplies,Supplies,86.19999999999999,5,0.0
5453,Office Supplies,Paper,38.016000000000005,6,0.2
5454,Office Supplies,Storage,8.384,1,0.2
5455,Office Supplies,Art,6.848000000000001,2,0.2
5456,Office Supplies,Fasteners,19.6,5,0.0
5457,Furniture,Furnishings,68.46,2,0.0
5458,Office Supplies,Binders,13.343999999999998,6,0.2
5459,Furniture,Tables,1478.272,8,0.2
5460,Office Supplies,Storage,16.272000000000002,1,0.2
5461,Furniture,Furnishings,9.24,3,0.0
5462,Office Supplies,Binders,32.34,10,0.7
5463,Office Supplies,Paper,56.064,4,0.2
5464,Office Supplies,Envelopes,108.72,5,0.2
5465,Furniture,Bookcases,181.47000000000003,5,0.7
5466,Office Supplies,Paper,16.176000000000002,3,0.2
5467,Furniture,Chairs,122.352,3,0.2
5468,Furniture,Chairs,585.552,3,0.2
5469,Office Supplies,Paper,19.44,3,0.0
5470,Office Supplies,Appliances,123.92000000000002,5,0.2
5471,Furniture,Furnishings,13.360000000000001,5,0.2
5472,Office Supplies,Storage,78.256,2,0.2
5473,Furniture,Bookcases,102.01800000000001,7,0.7
5474,Office Supplies,Storage,750.68,2,0.0
5475,Office Supplies,Labels,44.400000000000006,3,0.0
5476,Office Supplies,Storage,84.55,5,0.0
5477,Office Supplies,Paper,17.94,3,0.0
5478,Office Supplies,Binders,128.39999999999998,3,0.0
5479,Office Supplies,Binders,1.8690000000000004,1,0.7
5480,Technology,Phones,103.19200000000001,1,0.2
5481,Technology,Accessories,36.0,2,0.0
5482,Technology,Accessories,239.96,4,0.0
5483,Office Supplies,Storage,40.68,2,0.0
5484,Furniture,Chairs,419.13599999999997,4,0.2
5485,Office Supplies,Envelopes,23.472,3,0.2
5486,Office Supplies,Binders,3.591999999999999,4,0.8
5487,Technology,Phones,23.976000000000003,3,0.2
5488,Office Supplies,Labels,6.264,3,0.2
5489,Office Supplies,Appliances,20.808,3,0.2
5490,Furniture,Chairs,218.35200000000003,3,0.2
5491,Office Supplies,Storage,18.16,2,0.2
5492,Office Supplies,Supplies,7.36,2,0.0
5493,Office Supplies,Labels,41.4,4,0.0
5494,Furniture,Bookcases,411.332,4,0.15
5495,Office Supplies,Binders,7.656000000000001,4,0.7
5496,Technology,Accessories,63.92000000000001,2,0.2
5497,Office Supplies,Art,6.56,2,0.0
5498,Office Supplies,Labels,7.83,3,0.0
5499,Technology,Accessories,41.9,2,0.0
5500,Furniture,Chairs,664.146,6,0.1
5501,Office Supplies,Paper,8.96,2,0.0
5502,Furniture,Furnishings,3.312,1,0.2
5503,Office Supplies,Appliances,20.136000000000003,3,0.2
5504,Office Supplies,Envelopes,8.856,3,0.2
5505,Technology,Phones,859.1999999999999,4,0.4
5506,Office Supplies,Paper,61.96,2,0.0
5507,Office Supplies,Envelopes,17.92,4,0.0
5508,Furniture,Furnishings,145.9,5,0.0
5509,Office Supplies,Paper,56.704,2,0.2
5510,Technology,Phones,11.120000000000001,2,0.2
5511,Office Supplies,Paper,32.896,4,0.2
5512,Office Supplies,Paper,22.776000000000003,3,0.2
5513,Technology,Phones,239.96999999999997,3,0.0
5514,Office Supplies,Appliances,160.32,2,0.0
5515,Technology,Phones,128.85000000000002,3,0.0
5516,Technology,Accessories,1319.96,4,0.0
5517,Furniture,Chairs,239.95999999999998,10,0.3
5518,Furniture,Furnishings,54.768,2,0.2
5519,Office Supplies,Art,13.392000000000001,3,0.2
5520,Office Supplies,Paper,23.92,5,0.2
5521,Technology,Accessories,255.968,4,0.2
5522,Office Supplies,Binders,21.552000000000003,6,0.2
5523,Office Supplies,Appliances,58.24,4,0.0
5524,Office Supplies,Paper,80.28,12,0.0
5525,Office Supplies,Art,9.78,2,0.0
5526,Office Supplies,Fasteners,1.81,1,0.0
5527,Office Supplies,Paper,37.94,2,0.0
5528,Technology,Phones,79.96,5,0.2
5529,Office Supplies,Paper,115.296,3,0.2
5530,Technology,Phones,2479.96,4,0.0
5531,Technology,Accessories,179.94,6,0.0
5532,Technology,Accessories,26.849999999999998,3,0.0
5533,Technology,Accessories,323.37,3,0.0
5534,Office Supplies,Paper,59.94,3,0.0
5535,Office Supplies,Binders,64.14,3,0.0
5536,Office Supplies,Binders,11.67,3,0.0
5537,Office Supplies,Paper,12.96,2,0.0
5538,Office Supplies,Binders,17.43,3,0.0
5539,Furniture,Chairs,181.986,2,0.3
5540,Office Supplies,Binders,1.5919999999999996,2,0.8
5541,Office Supplies,Supplies,22.344,3,0.2
5542,Furniture,Tables,455.97,6,0.5
5543,Office Supplies,Binders,10.440000000000001,6,0.7
5544,Office Supplies,Binders,5.214,2,0.7
5545,Office Supplies,Storage,67.4,5,0.0
5546,Furniture,Furnishings,25.16,2,0.0
5547,Technology,Phones,126.56,4,0.2
5548,Office Supplies,Appliances,43.68,3,0.0
5549,Technology,Accessories,139.92999999999998,7,0.0
5550,Office Supplies,Art,2.672,1,0.2
5551,Office Supplies,Supplies,16.656000000000002,6,0.2
5552,Technology,Accessories,79.51200000000001,3,0.2
5553,Office Supplies,Paper,36.28800000000001,7,0.2
5554,Furniture,Bookcases,67.99319999999999,1,0.32
5555,Furniture,Furnishings,10.16,2,0.0
5556,Furniture,Furnishings,6.16,2,0.0
5557,Office Supplies,Art,56.3,2,0.0
5558,Office Supplies,Paper,6.48,1,0.0
5559,Office Supplies,Storage,1325.8500000000001,5,0.0
5560,Office Supplies,Labels,14.940000000000001,3,0.0
5561,Office Supplies,Binders,34.54,1,0.0
5562,Technology,Copiers,2999.95,5,0.0
5563,Office Supplies,Binders,64.12,4,0.0
5564,Office Supplies,Art,19.456000000000003,4,0.2
5565,Technology,Machines,209.986,2,0.3
5566,Office Supplies,Art,29.760000000000005,5,0.2
5567,Furniture,Chairs,89.768,1,0.3
5568,Technology,Copiers,959.984,2,0.2
5569,Office Supplies,Paper,15.552000000000003,3,0.2
5570,Technology,Phones,34.36000000000001,1,0.2
5571,Office Supplies,Paper,98.376,3,0.2
5572,Office Supplies,Binders,29.940000000000005,4,0.7
5573,Office Supplies,Paper,17.472,3,0.2
5574,Technology,Phones,36.738,1,0.4
5575,Technology,Phones,179.93999999999997,2,0.4
5576,Furniture,Furnishings,383.64,6,0.0
5577,Office Supplies,Appliances,56.519999999999996,3,0.0
5578,Office Supplies,Art,6.56,2,0.0
5579,Furniture,Chairs,243.92,5,0.2
5580,Office Supplies,Paper,47.52,9,0.0
5581,Furniture,Furnishings,19.98,1,0.0
5582,Office Supplies,Art,8.0,5,0.0
5583,Furniture,Furnishings,6.16,2,0.0
5584,Office Supplies,Storage,83.56,4,0.0
5585,Technology,Phones,546.0600000000001,3,0.0
5586,Office Supplies,Storage,269.49,3,0.0
5587,Office Supplies,Fasteners,10.9,5,0.0
5588,Office Supplies,Binders,6.096,2,0.2
5589,Office Supplies,Storage,34.05,3,0.0
5590,Office Supplies,Storage,352.38,2,0.0
5591,Furniture,Chairs,245.98,2,0.0
5592,Office Supplies,Binders,18.94,1,0.0
5593,Office Supplies,Binders,59.91300000000001,7,0.7
5594,Technology,Phones,391.98,2,0.0
5595,Technology,Phones,437.84999999999997,3,0.0
5596,Office Supplies,Binders,68.62,2,0.0
5597,Office Supplies,Supplies,25.02,3,0.0
5598,Office Supplies,Art,10.709999999999999,3,0.0
5599,Office Supplies,Art,55.98400000000001,2,0.2
5600,Office Supplies,Envelopes,14.480000000000002,5,0.2
5601,Technology,Accessories,142.488,3,0.2
5602,Office Supplies,Storage,14.16,1,0.2
5603,Office Supplies,Paper,79.92000000000002,5,0.2
5604,Office Supplies,Binders,590.352,6,0.2
5605,Furniture,Furnishings,17.088,2,0.2
5606,Furniture,Chairs,98.392,1,0.2
5607,Office Supplies,Art,11.05,5,0.0
5608,Office Supplies,Appliances,7.78,2,0.0
5609,Technology,Accessories,659.9,2,0.0
5610,Technology,Accessories,53.040000000000006,3,0.2
5611,Technology,Accessories,843.9,2,0.0
5612,Technology,Accessories,1496.16,9,0.0
5613,Office Supplies,Storage,117.96,2,0.0
5614,Office Supplies,Art,21.299999999999997,5,0.0
5615,Office Supplies,Appliances,1040.8,5,0.0
5616,Office Supplies,Art,29.339999999999996,6,0.0
5617,Furniture,Furnishings,19.52,2,0.2
5618,Office Supplies,Storage,443.92,4,0.0
5619,Technology,Accessories,499.95,5,0.0
5620,Office Supplies,Art,3.04,1,0.0
5621,Furniture,Chairs,201.96,2,0.0
5622,Furniture,Furnishings,68.64,11,0.0
5623,Technology,Accessories,100.0,4,0.0
5624,Technology,Accessories,359.98,2,0.0
5625,Furniture,Furnishings,6.16,2,0.0
5626,Furniture,Tables,2348.82,9,0.0
5627,Office Supplies,Labels,13.872000000000002,6,0.2
5628,Furniture,Chairs,273.552,3,0.2
5629,Furniture,Tables,815.2919999999999,9,0.4
5630,Technology,Accessories,234.45000000000002,3,0.0
5631,Furniture,Tables,1256.22,6,0.0
5632,Office Supplies,Binders,17.46,2,0.0
5633,Office Supplies,Binders,10.528,7,0.2
5634,Office Supplies,Binders,152.79999999999998,5,0.0
5635,Office Supplies,Binders,82.56,5,0.2
5636,Technology,Accessories,284.96999999999997,3,0.0
5637,Furniture,Furnishings,60.84,3,0.0
5638,Furniture,Chairs,1325.76,6,0.2
5639,Furniture,Chairs,572.1600000000001,3,0.2
5640,Office Supplies,Paper,28.8,9,0.2
5641,Office Supplies,Art,11.12,4,0.0
5642,Furniture,Furnishings,7.04,4,0.0
5643,Office Supplies,Envelopes,17.94,3,0.0
5644,Office Supplies,Binders,34.76,5,0.2
5645,Furniture,Furnishings,74.45,5,0.0
5646,Furniture,Furnishings,192.22,14,0.0
5647,Office Supplies,Paper,19.44,3,0.0
5648,Office Supplies,Paper,32.400000000000006,5,0.0
5649,Office Supplies,Envelopes,57.9,5,0.0
5650,Office Supplies,Storage,10.56,2,0.0
5651,Furniture,Bookcases,1194.165,5,0.15
5652,Office Supplies,Paper,40.99,1,0.0
5653,Office Supplies,Art,2.94,1,0.0
5654,Office Supplies,Binders,45.24000000000001,4,0.7
5655,Office Supplies,Art,18.688,4,0.2
5656,Office Supplies,Paper,11.648000000000001,2,0.2
5657,Technology,Accessories,112.77600000000001,3,0.2
5658,Furniture,Tables,377.45,5,0.5
5659,Office Supplies,Labels,15.936000000000002,4,0.2
5660,Technology,Phones,28.68,3,0.2
5661,Furniture,Furnishings,21.44,2,0.2
5662,Office Supplies,Storage,511.05600000000004,9,0.2
5663,Office Supplies,Art,18.656000000000002,2,0.2
5664,Office Supplies,Binders,11.088000000000003,7,0.7
5665,Office Supplies,Storage,66.688,1,0.2
5666,Office Supplies,Storage,99.488,2,0.2
5667,Office Supplies,Labels,14.62,2,0.0
5668,Office Supplies,Binders,53.984,14,0.2
5669,Technology,Accessories,389.97,3,0.0
5670,Furniture,Furnishings,355.36,4,0.0
5671,Technology,Phones,140.376,3,0.2
5672,Office Supplies,Envelopes,15.840000000000002,2,0.2
5673,Office Supplies,Paper,8.448,2,0.2
5674,Office Supplies,Paper,12.96,2,0.0
5675,Technology,Phones,57.40800000000001,6,0.2
5676,Technology,Accessories,27.6,4,0.0
5677,Furniture,Furnishings,38.976,3,0.6
5678,Office Supplies,Fasteners,20.439999999999998,7,0.0
5679,Office Supplies,Paper,109.92,2,0.0
5680,Office Supplies,Binders,6.38,1,0.0
5681,Office Supplies,Paper,6.48,1,0.0
5682,Office Supplies,Paper,15.84,3,0.0
5683,Technology,Phones,1049.93,7,0.0
5684,Office Supplies,Appliances,154.9,5,0.0
5685,Office Supplies,Binders,98.352,3,0.2
5686,Office Supplies,Fasteners,14.320000000000002,5,0.2
5687,Furniture,Furnishings,129.888,6,0.2
5688,Office Supplies,Envelopes,48.944,7,0.2
5689,Furniture,Chairs,275.058,3,0.3
5690,Office Supplies,Art,27.36,9,0.0
5691,Office Supplies,Paper,44.75,5,0.0
5692,Technology,Phones,134.99,1,0.0
5693,Office Supplies,Paper,26.400000000000002,5,0.0
5694,Furniture,Chairs,542.9399999999999,3,0.0
5695,Furniture,Tables,71.08800000000001,2,0.2
5696,Office Supplies,Binders,27.395999999999997,9,0.8
5697,Office Supplies,Binders,13.455999999999998,1,0.8
5698,Office Supplies,Labels,11.840000000000002,1,0.2
5699,Office Supplies,Paper,35.88,6,0.0
5700,Office Supplies,Envelopes,40.752,3,0.2
5701,Technology,Accessories,139.96000000000004,5,0.2
5702,Office Supplies,Art,2.624,1,0.2
5703,Furniture,Tables,136.53,1,0.4
5704,Technology,Accessories,263.96,1,0.2
5705,Office Supplies,Supplies,11.64,3,0.0
5706,Office Supplies,Binders,40.176,3,0.2
5707,Furniture,Furnishings,79.44,3,0.0
5708,Office Supplies,Supplies,357.93,3,0.0
5709,Furniture,Chairs,127.76400000000001,2,0.1
5710,Technology,Copiers,2799.944,7,0.2
5711,Office Supplies,Paper,19.44,3,0.0
5712,Technology,Phones,36.792,1,0.2
5713,Technology,Phones,5.9399999999999995,3,0.0
5714,Office Supplies,Storage,177.54999999999998,5,0.0
5715,Technology,Accessories,619.9499999999999,5,0.0
5716,Technology,Phones,29.160000000000004,3,0.0
5717,Office Supplies,Envelopes,57.959999999999994,7,0.0
5718,Office Supplies,Appliances,29.403,3,0.1
5719,Office Supplies,Storage,81.4,5,0.0
5720,Office Supplies,Fasteners,8.72,5,0.2
5721,Technology,Accessories,91.17600000000002,3,0.2
5722,Technology,Accessories,159.96800000000002,4,0.2
5723,Office Supplies,Paper,12.96,2,0.0
5724,Office Supplies,Storage,331.536,3,0.2
5725,Technology,Accessories,899.91,9,0.0
5726,Technology,Phones,946.344,7,0.2
5727,Technology,Accessories,178.10999999999999,3,0.0
5728,Office Supplies,Appliances,1089.75,3,0.0
5729,Office Supplies,Labels,61.06,2,0.0
5730,Furniture,Bookcases,459.92,4,0.0
5731,Office Supplies,Paper,27.52,4,0.0
5732,Furniture,Bookcases,638.82,9,0.0
5733,Office Supplies,Supplies,30.69,3,0.0
5734,Furniture,Furnishings,25.16,2,0.0
5735,Office Supplies,Binders,13.919999999999998,3,0.2
5736,Office Supplies,Paper,19.36,2,0.0
5737,Furniture,Furnishings,19.3,2,0.0
5738,Office Supplies,Binders,38.376000000000005,3,0.2
5739,Office Supplies,Paper,12.96,2,0.0
5740,Furniture,Furnishings,26.48,1,0.0
5741,Technology,Machines,532.72,2,0.2
5742,Office Supplies,Paper,26.72,4,0.0
5743,Office Supplies,Paper,20.04,3,0.0
5744,Office Supplies,Storage,795.48,7,0.0
5745,Furniture,Furnishings,21.560000000000002,7,0.0
5746,Technology,Phones,249.58400000000003,2,0.2
5747,Technology,Accessories,68.112,3,0.2
5748,Technology,Accessories,16.560000000000002,3,0.2
5749,Technology,Phones,74.95,5,0.0
5750,Furniture,Tables,355.455,3,0.5
5751,Office Supplies,Labels,44.400000000000006,3,0.0
5752,Office Supplies,Labels,20.65,5,0.0
5753,Furniture,Chairs,866.4,4,0.0
5754,Office Supplies,Art,5.56,2,0.0
5755,Office Supplies,Appliances,3.1599999999999993,4,0.8
5756,Technology,Copiers,1999.96,5,0.2
5757,Furniture,Furnishings,46.152,3,0.2
5758,Technology,Machines,32.985,3,0.5
5759,Office Supplies,Storage,481.32,4,0.0
5760,Office Supplies,Binders,6.384,1,0.2
5761,Office Supplies,Appliances,542.9399999999999,3,0.0
5762,Furniture,Furnishings,54.92,4,0.0
5763,Furniture,Chairs,1448.8200000000002,10,0.1
5764,Office Supplies,Storage,353.88,6,0.0
5765,Technology,Phones,333.576,3,0.2
5766,Office Supplies,Labels,60.144000000000005,6,0.2
5767,Technology,Accessories,85.2,6,0.2
5768,Office Supplies,Labels,3.15,1,0.0
5769,Office Supplies,Paper,22.72,4,0.0
5770,Furniture,Furnishings,14.91,3,0.0
5771,Office Supplies,Appliances,1158.12,4,0.0
5772,Technology,Copiers,599.99,1,0.0
5773,Office Supplies,Storage,23.968000000000004,2,0.2
5774,Furniture,Chairs,638.2880000000001,7,0.2
5775,Office Supplies,Binders,13.208000000000002,1,0.2
5776,Office Supplies,Binders,15.528,3,0.2
5777,Office Supplies,Paper,104.85,1,0.0
5778,Office Supplies,Art,30.48,3,0.0
5779,Furniture,Chairs,112.64800000000001,1,0.2
5780,Technology,Machines,71.976,3,0.2
5781,Office Supplies,Art,2.21,1,0.0
5782,Office Supplies,Envelopes,15.52,4,0.0
5783,Office Supplies,Paper,36.44,4,0.0
5784,Furniture,Bookcases,217.764,6,0.7
5785,Office Supplies,Supplies,39.072,6,0.2
5786,Office Supplies,Binders,22.638,7,0.7
5787,Office Supplies,Art,95.14399999999999,7,0.2
5788,Furniture,Furnishings,12.320000000000002,5,0.2
5789,Office Supplies,Binders,4.4190000000000005,3,0.7
5790,Office Supplies,Fasteners,35.0,7,0.0
5791,Furniture,Chairs,72.784,1,0.2
5792,Office Supplies,Appliances,97.84,2,0.0
5793,Furniture,Furnishings,51.75,1,0.0
5794,Office Supplies,Binders,46.672000000000004,2,0.2
5795,Office Supplies,Storage,1395.54,9,0.0
5796,Furniture,Furnishings,117.36,4,0.0
5797,Office Supplies,Labels,18.9,3,0.0
5798,Office Supplies,Paper,77.52,2,0.0
5799,Furniture,Chairs,421.372,2,0.3
5800,Technology,Phones,575.9680000000001,4,0.2
5801,Office Supplies,Paper,10.368000000000002,2,0.2
5802,Technology,Phones,15.984000000000002,2,0.2
5803,Office Supplies,Art,10.272000000000002,3,0.2
5804,Office Supplies,Storage,61.792,4,0.2
5805,Furniture,Bookcases,205.99919999999997,3,0.32
5806,Office Supplies,Paper,12.192,3,0.2
5807,Office Supplies,Appliances,87.168,2,0.2
5808,Office Supplies,Art,31.744,2,0.2
5809,Furniture,Furnishings,132.22400000000002,4,0.2
5810,Office Supplies,Paper,105.52,4,0.0
5811,Furniture,Furnishings,91.96,2,0.0
5812,Technology,Phones,1487.976,3,0.2
5813,Office Supplies,Paper,19.44,3,0.0
5814,Technology,Accessories,11.672,1,0.2
5815,Technology,Phones,279.96,4,0.0
5816,Office Supplies,Binders,12.912,3,0.2
5817,Office Supplies,Binders,17.088,4,0.2
5818,Office Supplies,Labels,93.14999999999999,9,0.0
5819,Office Supplies,Labels,11.52,4,0.0
5820,Office Supplies,Supplies,238.62,2,0.0
5821,Office Supplies,Appliances,7.77,1,0.0
5822,Furniture,Tables,285.48,5,0.2
5823,Office Supplies,Binders,19.168000000000003,4,0.2
5824,Office Supplies,Appliances,26.136000000000003,3,0.2
5825,Office Supplies,Paper,419.4,4,0.0
5826,Furniture,Chairs,90.801,1,0.1
5827,Furniture,Chairs,181.764,2,0.1
5828,Office Supplies,Art,5.56,2,0.0
5829,Furniture,Tables,581.96,2,0.0
5830,Furniture,Chairs,29.98,1,0.0
5831,Technology,Accessories,519.96,4,0.0
5832,Office Supplies,Labels,6.264,3,0.2
5833,Furniture,Chairs,363.92,5,0.2
5834,Office Supplies,Binders,64.2,5,0.7
5835,Office Supplies,Binders,38.52,3,0.7
5836,Technology,Accessories,72.6,5,0.2
5837,Technology,Phones,57.568,4,0.2
5838,Office Supplies,Storage,83.69999999999999,5,0.0
5839,Office Supplies,Paper,32.400000000000006,5,0.0
5840,Furniture,Furnishings,47.98,2,0.0
5841,Technology,Phones,415.9680000000001,4,0.2
5842,Office Supplies,Storage,304.9,5,0.0
5843,Furniture,Furnishings,80.96,4,0.0
5844,Office Supplies,Storage,777.21,7,0.0
5845,Office Supplies,Paper,32.400000000000006,5,0.0
5846,Furniture,Chairs,225.56799999999998,2,0.2
5847,Furniture,Furnishings,36.599999999999994,3,0.0
5848,Office Supplies,Appliances,715.64,2,0.0
5849,Office Supplies,Storage,795.51,3,0.0
5850,Technology,Copiers,549.99,1,0.0
5851,Office Supplies,Binders,74.76,3,0.0
5852,Furniture,Furnishings,29.22,3,0.0
5853,Office Supplies,Binders,9.64,2,0.0
5854,Office Supplies,Storage,33.48800000000001,7,0.2
5855,Office Supplies,Supplies,23.04,3,0.2
5856,Office Supplies,Binders,1.3619999999999997,1,0.8
5857,Furniture,Furnishings,14.76,5,0.6
5858,Furniture,Bookcases,239.66599999999997,2,0.15
5859,Furniture,Tables,301.96,2,0.0
5860,Office Supplies,Paper,7.968000000000001,2,0.2
5861,Office Supplies,Paper,109.92,2,0.0
5862,Office Supplies,Paper,19.44,3,0.0
5863,Office Supplies,Art,11.16,2,0.0
5864,Office Supplies,Appliances,79.47,3,0.0
5865,Office Supplies,Art,4.56,2,0.0
5866,Furniture,Chairs,1133.35,5,0.0
5867,Office Supplies,Art,4.672,1,0.2
5868,Office Supplies,Binders,104.58000000000001,6,0.7
5869,Furniture,Chairs,1603.1360000000002,4,0.2
5870,Furniture,Tables,1293.4879999999998,7,0.2
5871,Furniture,Furnishings,127.94999999999999,3,0.0
